review title,review,place name,category,city
AZZZZZZZZZAR,"Again at AZAR and always the same satisfaction. We love the welcome, the menu, the atmosphere, nothing wrong. The service is always impeccable and the rates reasonable. After the belly dance, you can even sing to the sounds DE great French classics (Dalida and A. Delon on Lyrics lyrics) all to tell you that the atmosphere is crazy. We LOVE this property",Azar,Restaurant,Marrakech
An unforgettable evening at the restaurant Azar!,"We had a great time at the restaurant Azar. Upon arrival, we were very well received, in a warm and elegant setting.
A big thank you to our waitress Fatima, who was a great listener DE good advice, patient, smiling and really nice throughout the meal.

The dishes were served rapidly DE, and despite the music, we were able to enjoy our discussion without difficulty.
The show was very nice and full DE life: the dancers involve the customers in a good mood, always with a smile.
We were also able to take very nice photos to keep a memory of this evening.

A restaurant that I highly recommend for a beautiful evening in Marrakech!",Azar,Restaurant,Marrakech
Very good experience,"One DE the best restaurants in Marrakech, with Le Safran.
The show of the dancers is great, the food very good. I highly recommend! Special mention to the valet, honest and very friendly.",Azar,Restaurant,Marrakech
Stunning restaurant with fabulous show. Highly recommended.,"Our first time in Marrakech and i stumbled across the Azar on Trip Advisor.
The restaurant is stunning, the service fantastic, and the show is fabulous.
The food portions are very generous, very tasty and beautifully presented.
I highly recommend the Azar.",Azar,Restaurant,Marrakech
Fine dining experience,"Lovely ambiance and great food 
Definitely recommend ❤️
Good choice of menu for vegetarians 
Attentive host and great experience with the belly dancing ladies",Azar,Restaurant,Marrakech
Great restaurant,"Great location. Food very good. Staff very attentive!
We were disturbed at the evening show that the dancers were quite intrusive, even if they were clearly made to understand that you want to eat in peace. 
Also noteworthy is that you can smoke in the restaurant Shisha, which is very annoying if you have just received your food and are also non-smoking.",Azar,Restaurant,Marrakech
Excellent service from Fatima,"My partner and I booked dinner here in hopes of having at least one good meal while in Marrakech, after realising that the food options at the resort we were staying at left something to be desired to say the least... Luckily we had a lovely final dinner and cocktails here, and received excellent service from Fatima. We enjoyed the shisha and entertainment (although it had unfortunately not occurred to us to withdraw cash to tip the entertainers beforehand), and would definitely come back if we visit again!",Azar,Restaurant,Marrakech
Very good Lebanese cuisine but no show/animation proper,"Excellent Lebanese cuisine - we did not like the show (some dancers ""plateau"") and no entertainment type disco.",Azar,Restaurant,Marrakech
Strip-Tease Box,"Nice and pleasant setting. Welcome back. A little expensive and not very hearty.
The show is composed of young women in underwear who whisper to men. This is not the oriental dance at all!!!! The dancers had lots of tickets in their panties and bras!!! It looks more like a striptease box than anything else!
Show to review in respect of the Woman!!! They are not pieces of meat!!!",Azar,Restaurant,Marrakech
Soberbo,"Very nice environment with an exceptional service by all the staff, with highlight for Naima!
The gastronomic experience exceeded our expectations.",Azar,Restaurant,Marrakech
A wonderful live entertainment place to eat. A very pleasant and highly recommended restaurant,"We booked this restaurant on recommendation and had a wonderful night. The restaurant is very clean including the bathrooms, staff are very attentive and can’t do enough. The food was excellent well presented hot and fresh. This is a little high end but very worth it. It very disabled accessible with a lift to the bathroom. 
The staff were very kind and helpful, some great cocktails were had. All in all a great night",Azar,Restaurant,Marrakech
Beautiful food,"The food was beautiful and fresh, we didn’t go on a day for the show but still had a lovely time.

Service was great but a little empty when we booked 7:30pm on a Sunday",Azar,Restaurant,Marrakech
First night in Marrakesh,Great place for dinner. We had lots of the meze dishes and shared between four. Lovely decor and the candles and belly dancing were great fun. The food was amazing.,Azar,Restaurant,Marrakech
Excellent for dine in or takeaway!,"I have ordered food to takeaway from this restaurant two times in the last four days because it is so fresh and so reasonably priced. The service is excellent whether you eat in or takeaway. The menu is beautiful, the salads are fresh, and the hummus is the best I have tasted in Marrakech.

They take pride in what you are receiving and tonight the owner or manager made sure that I left happy.

I will definitely recommend this restaurant which is in a fun part of the souk, only 10-15 minute walk from Jemaa El-Fna Square.

5 stars all the way.",Naranj,Restaurant,Marrakech
Lebanese cuisine in Marrakech,"Great Lebanese food. Plus, a work of art on your plate. The restaurant is on a main road in the medina. No alcohol is served, but you won't miss it with this delicious food.",Naranj,Restaurant,Marrakech
Excellent restaurant!,"Good range of vegetarian/vegan food options which were delicious. Beautiful roof terrace and excellent service from Tahiri...great mint tea puring skills...lots of bubbles! Thank you, would highly recommend",Naranj,Restaurant,Marrakech
Delicious food that’s good value for money,Good views from the roof terrace and lovely tasting food that was good value for money in comparison to other restaurants. The octopus and hummus dish was delicious.,Naranj,Restaurant,Marrakech
Great food and cosy rooftop setting,"Fabulous food. Good quality, decent portions, great staff. Lebanese food done very well. Went for dinner one night and went back for lunch next day. Falafel wrap with salad was superb. ",Naranj,Restaurant,Marrakech
One of the best Lebanese cuisine we have ever tasted!!!,"A lunch between 2 visits on this Rooftop that we are not about to forget 😊.
Simplicity, freshness of products and flavors throughout the meal.
An address to keep carefully during each visit to Marrakech.
Bravo, bravo, bravo",Naranj,Restaurant,Marrakech
Lebanese cuisine in Marrakech,"First experience with Lebanese cuisine and I must say that it really amazed us! We had a mixed starter and two main courses, the food is great and the rooftop very pleasant. Super recommended.",Naranj,Restaurant,Marrakech
Best labanes food in Marrakech,I went naranj restaurant to try labanes food i really love the food it was super deliclious .the stuff of the restaurant were very friendly and smiling .,Naranj,Restaurant,Marrakech
Wonderful rooftop in the middle of the Medina,"After ten days in Morocco we didn't want to eat tanjin etc., so we decided to go to this Lebanese restaurant! This decision was golden right, a wonderful offer of small food with a very nice roof terrace and a great service.

Located in the middle of the medina, barely recognizable from the outside but the roof terrace is really great!",Naranj,Restaurant,Marrakech
"Nice, but...","Lebanese restaurant with tables on the terrace.  Very professional service pleasant environment but, frankly the dishes did not satisfy me very much. The mujadara looked more like a lentil salad and the hummus was not very tasty. The babaganoush is good, the felafel are a bit burned. Interesting the roasted octopus",Naranj,Restaurant,Marrakech
Great restaurant!,My family and I ate here twice during our stay in Marrakech as we liked it so much.  Great food and attentive service in a peaceful rooftop setting.  The felafel wraps at lunchtime were a particular hit.,Naranj,Restaurant,Marrakech
Delicious food in beautiful place,"Restaurant Naranj is  super great. The food is really Delicious and beautifully presented. You can't miss this place.
The Rooftop is beautifully decorated, stylish .
The staff was pleasant, attentive and friendly. Service was also available in English and Spanish.
The place is very close to Jemaa el Fna square.Alcohol is not served at this location.
I recommend this place 100%",Naranj,Restaurant,Marrakech
Amazing! Must go here,"This restaurant popped up multiple times in my restaurant research - for a reason!  The food was delicious and the menu very inspired.  We were four people ordering different items and each one was very tasty.  The rooftop seating was stylish, although not best rooftop views.  Go for the food! Do not miss out",Naranj,Restaurant,Marrakech
Like sitting in someone's garage with no beers,"Spent a long time looking for something special for a birthday dinner. Chose here, regretted it. No atmosphere at all. No background music. Tasteless food, little seasoning. Couldn't be happier to finish as soon as possible and leave this place. They also do not serve alcohol, not that it matters, just so you know. Came for great food, was very disappointed ☹️",Naranj,Restaurant,Marrakech
Authentic Flavours!,"The food was so good that we ate there four times during our stay. The lunchtime wraps were amazing, especially the chicken and cauliflower. The portions were generous, and the presentation was beautiful.
Great value for money too.",Naranj,Restaurant,Marrakech
Great,"We had such a wonderful diner in experience at Pepe Nero. The service, especially by Mr. Toufik, was excellent.  We had a great evening and would recommend it who is visiting Marrakech.",Pepe Nero,Restaurant,Marrakech
Good service,"Nice food and good service. Romantic surroundings and Mr. Toufik gave us EN excellent good service, the food was good came quickly and was great",Pepe Nero,Restaurant,Marrakech
Culinary,"Very good cuisine and quality service DE, the atmosphere is also there in this superb former Ryad that belonged to a Sultan",Pepe Nero,Restaurant,Marrakech
En couple restaurant,"Excellent quality, thanks to the waiter Mr Rabie who accompanied us.. I recommend .. Moroccan atmosphere",Pepe Nero,Restaurant,Marrakech
Nice experience!,Location and food of high standard. The service with Mr Khalid was just as professional!,Pepe Nero,Restaurant,Marrakech
Service,Simo was a great server very kind and friendly worked with order alterations very well and brought drinks very quickly recommend this restaurant as it is beautiful and the service is great.,Pepe Nero,Restaurant,Marrakech
Wunderschöner Abend in toller Atmosphäre!,Thanks Mr Rabie for this excellent and very friendly service. We enjoyed our last evening in Marrakech at Pepe Nero. The food was delicious and the atmosphere was just perfect.,Pepe Nero,Restaurant,Marrakech
Dinner with great service,It was our first time at Pepe Nero. We went for dinner and the food was amazing. Our waiter Mr Toufik was extremely welcoming and always had a smile on his face. A great meal for our last night in Morocco and I think we will definitely be coming back.,Pepe Nero,Restaurant,Marrakech
Stunning restaurant in Marrakesh,"Beautiful surroundings in this building. Both rooms are gorgeous, but the first room with the pool is stunning.  Mr Rabie was our waiter and had excellent recommendations, was truly attentive, and knew a lot about the city.  I had a ribeye, and my husband had the fillet, and both very discerning teenagers got one of the fresh pasta dishes, which was perfectly al dente.  We also had the selection with of Moroccan salads. Also delicious, and the pumpkin salad was very embedded. Lovely night at this restaurant.",Pepe Nero,Restaurant,Marrakech
Haute cuisine,"We had a perfect evening. Great food! An experience! 
Very friendly staff. 
Greetings from Tyrol 
Barbara & Henrik",Pepe Nero,Restaurant,Marrakech
If,"If you want an elegant and refined local and Italian cuisine with excellent wine selection (which is very rare here) this is the right place.
Exceptional accompanied meat I'm coming! An excellent Merlot.
Professional service and very nice.",Pepe Nero,Restaurant,Marrakech
One of the best stays in Marrakech,"At PepeNero restaurant we ate our best meal in Marrakech. At the Medina but sheltered from noise, the place, setting, food, kindness and professionalism of the waiter Chekfire / Sheriff made us our stay again. This meal was the best of our entire stay, a real treat for the taste buds, I can only advise this restaurant. Must do during a stay in Marrakech.",Pepe Nero,Restaurant,Marrakech
One of the best places in Marrakech,"One of the best places in Marrakech.
Delicious food, beautiful location and excellent service.

Special thanks to Mr. Charaf, who took such good care of us. We felt very comfortable in this wonderful place.",Pepe Nero,Restaurant,Marrakech
A fantastic place!!,"A fantastic place!!
Everything about this restaurant is great. Beautiful surroundings, great food and especially the excellent service of Mr. Charaf! I can highly recommend it.",Pepe Nero,Restaurant,Marrakech
Dinner,"Fantastic service from you walk in the door and through the whole evening!

Improper service and food! We were so lucky to have the waitress named Rabi. He was absolutely unique!",Pepe Nero,Restaurant,Marrakech
Only for high earners,"Thanks to Youssef we got a place without reservation. I would only be interested in how you can get a price of 75 MAD for an orange juice or 95 MAD for a mixed juice (orange/mango). That's just cheeky. Best of all, my juice hadn't been finished when my glass was cleared.
Otherwise pretty location",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
"For a cocktail, avoid sangria!","Reading DE la carte, we opt for two white sangrias... What a disappointment!
A sangria, whether red or white, rests on a sweet and fruity base, with fruits that have long macerated.
Here, none DE all this: we are served a dry white wine, decorated DE ron DElles DE cucumber and DE few rose petals thrown EN surface.
No taste, no sweetness, no spirit DE sangria.
Frankly disappointed... This is far DE the traditional recipe!",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Stay away,"Stay away! They made me believe that my payment had not come through. I had to pay a 2nd time. I saw on my bank app that the transaction had succeeded. They brought in the manager and I was completely powerless against the whole team. Not professional, very unpleasant feeling.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Bad,"Bad woman was disrespectful (the manager of Pergola) . His way DE speaking is unprofessional!
The staff was very good.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Drinks and jazz,"A shame , a rather cold welcome , the cuisine without taste, too spicy and very bad value for money!   
We came last year the kitchen was very good , the welcome very good! What a change DE kitchen team!! And apparently DE cooking! What a disappointment! Avoid! Suck!",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
"Great ambience, service and music.",What a beautiful place this is. Jazz and drinks. We loved it here. We didn’t have dinner but the food we saw looked great. Few floors and each one is beautiful.,La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
What a lovely night full of jazz 😍😍😍,"Tis venue has great ambience, lovely service and great music. The food could have been a bit better but it was fine, we thoroughly enjoyed our evening here.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Great place for a drink!,"I had an unforgettable evening at Jungle Rooftop La Pergola! The live jazz music created the perfect atmosphere—elegant, soulful, and full of good energy. The rooftop setting was absolutely stunning, with a charming ambiance that makes you want to stay all night What truly made the experience special was the amazing team. The staff were incredibly friendly, welcoming, and attentive throughout the night. They really made us feel at home and added to the overall warmth of the place",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Fine dining with amazing jazz band,"Hard to find but actually very close to the main square. Lovely setting , amazing lay out , great draught beer which is unusual in central Marrakesh, great cocktails , lovely music, reasonable prices , friendly staff.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Best rooftop in Marrakech,"An unforgettable night in Marrakesh! The fine dining experience was exquisite — beautifully plated Moroccan fusion dishes, rich in flavor and creativity. The ambiance was elevated by live jazz, creating a relaxed yet sophisticated vibe.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Lovely restaurant,"Spectacular place in the Medina of Marrakech. Fully recommended to enjoy dinner with friends. And it
Best of all Issa's attention!!!",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Too bad.,"Lovely restaurant, tucked away, food was delicious, then there was live music.
would definitely go again for food and drinks.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Great place tucked away,"Too bad, this is a place that could be very nice! 
La Pergola is on the roof terrace of Riad Monceau, we quickly notice that it is not very clean. 
We were 12 people for a birthday, we arrived around 9:30 pm. We were installed on a terrace with ottomans and coffee tables, it lacks a lot of charm compared to the rest of the terrace. 
Unable to open windows for unknown reason. 
The waiters were unpleasant, it felt like they were getting in the way. Lots of missing in the drinks menu.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
"Ideal spot with great food, service and atmosphere","We had a fabulous dinner here, having not booked in advance we were a little worried we wouldn't get a table but they accommodated us downstairs. We were tucked away so dinner was cozy, but near enough the live music to enjoy that.

The food was delicious and the service excellent, nothing was too much trouble for the lovely waiters who looked after us ",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
,"Booked well in advance for 8 people and was given a private space above the rooftop bar with very comfortable sofa style seating. Excellent service, great food, and great vibe with jazz music drifting up from the lower floors. Not inexpensive but well worth the experience. Reservations essential.",La Pergola Rooftop Jazz Bar & Restaurant,Restaurant,Marrakech
Must-see if you visit Marrakech,"Beautiful traditional restaurant. Ideal location. Warm welcome worthy of a star. The dishes are delicious and generous. Although it is not local, I think what the best profiteroles I have eaten DE my life!! I recommend",Comptoir Darna Marrakech,Restaurant,Marrakech
"Fabulous food, service and enetrtainment.","This is a wonderful restaurant. All the staff wee very friendly and accommodating. I had a mishap with my dress as my zip broke and 4 ladies working there rushed to help me. 
The food was absolutely delicious, I had the lamb chops with couscous and vegetables and my friend had chicken tagine with vegetables. There were lots of different dishes to choose from. The dancers/ entertainment were amazing, they got everyone involved. Me and my friend  thoroughly enjoyed our time here. Thank you all at Comptoir Darna!",Comptoir Darna Marrakech,Restaurant,Marrakech
Really lovely restaurant and atmosphere,"Wow! What a lovely restaurant. All the staff are super friendly and very accommodating. Everyone speaks very good English and will provide anything you need. The food was amazing - lots of different dishes to choose from. The dancers/ entertainment were amazing, they got everyone involved. Me and my boyfriend really enjoyed our time here. Thank you all at Comptoir Darna!",Comptoir Darna Marrakech,Restaurant,Marrakech
"Dinner, Photographer and service was great","I had a wonderful experience at Comptoir Darna. The dinner was absolutely delicious, and the staff was incredibly welcoming. My friends and I had a great experience. A special thanks to the photographer Ahmed for capturing great memories. Thank you for the excellent service and amazing food!",Comptoir Darna Marrakech,Restaurant,Marrakech
4****,Restaurant with very good atmosphere!!!... I'm sorry to give 4 *to the table service. ... did not give the help we needed!!! Very good show!!!  Excellent bar,Comptoir Darna Marrakech,Restaurant,Marrakech
Stay Marrakech,"We had a great time, the food the atmosphere and especially our waiter Abdel very nice. Thank you.",Comptoir Darna Marrakech,Restaurant,Marrakech
Was an exceptional experience from start to finish!,"Comptoir Darna was an exceptional experience from start to finish! The food was absolutely delicious - every dish full of flavour and beautifully presented. The atmosphere was incredible, with a perfect balance of elegance and a lively party vibe. The music, dancing, and energy of the place made the evening unforgettable. On top of that, the hospitality was outstanding - the team made us feel so welcome and well looked after. A must-visit if you’re in Marrakech!",Comptoir Darna Marrakech,Restaurant,Marrakech
Bring a torch..,"Bring a torch…

Heard so many great things about Comptoir, however failed to live up to its expectations for us. The restaurant theming is beautiful, with a great atmosphere and live music. However, lights are not popular here. Be prepared to use a torch light to read the menu. Service was great to start then slowed down considerably when the restaurant got busier. For whatever reason the waitress didn’t seem best pleased when we asked to pay by card. Must prefer cash tips.. The food itself was okay at best. Lamb tacos were nice, along with the weeping tiger steak, but neither was warm. The meatball tagine was very dry also. The caramel fondant for dessert was the highlight. Beautiful. What you pay for a meal here, in my opinion, doesn’t compare to what you might find in the Medina. One final point, dress code on their website is not enforced.",Comptoir Darna Marrakech,Restaurant,Marrakech
Review,"Had an amazing evening together with my friends. Really nice music and vibes. Special thanks to Ahmed, who makes amazing pictures and is really kind!",Comptoir Darna Marrakech,Restaurant,Marrakech
A must,"The know-how of French restaurants combined with the flavors of Morocco.
The welcome and service are impeccable, the dishes certainly expensive for Marrakech are delicious, and the show proposed pleasant.
Once the meal is over, the atmosphere heats up and everything ends with a wild evening.
We had a great time.",Comptoir Darna Marrakech,Restaurant,Marrakech
Amazing atmosphere,"The restaurant was a little out the way for us but the atmosphere is unmatched. 

The band on the stairs as you arrive is utterly fantastic but the talent truly lies with the dancers they were phenomenal! 

Food and service were both fantastic, we thoroughly enjoyed our evening here!",Comptoir Darna Marrakech,Restaurant,Marrakech
All right.,"Very good experience, delicious and hearty meals, atmosphere at the top from 21h45. Very nice place, class. To do again without hesitation!!!",Comptoir Darna Marrakech,Restaurant,Marrakech
Great Evening,Our third visit and another fab evening. We took our friends for their first time and they loved it. Great cocktails and service. Love this place.,Comptoir Darna Marrakech,Restaurant,Marrakech
Excellent evening at the Darna Counter!,"We ate very well, so much so that we had to take some of the takeaway food, which is how hearty and tasty it was! The place is super classy, with a refined and festive atmosphere. The dancers were beautiful and very pleasant, adding a real touch of elegance to the evening.

The presentation of the plates was neat, and our waiter was just great: attentive, smiling and professional. Honestly, 10/10! Only small downside, a slight waiting time to be installed, but nothing very serious. An address I recommend without hesitation!",Comptoir Darna Marrakech,Restaurant,Marrakech
No real interest,"Very nice place no doubt about it but if you are looking for something authentic and typical Moroccan, this is not the right place. Menu as expensive as the French Riviera, restaurant completely Europeanized like many establishments in Marrakech. 
That said our waiter was friendly. Fairly haughty hostesses probably thinking they hold a crazy power with the mandatory reservation. 
I wouldn't advise my relatives.",Comptoir Darna Marrakech,Restaurant,Marrakech
Well worth a stop!,"Superb food, especially the confit duck. Excellent service and really good desserts too. Well worth a stop if in Marrakesh. ",Pointbar,Restaurant,Marrakech
Absolute Jen in Marrakech,"Anwar and the entitled team were incredible.  They could not be more accommodating.  Food was delicious, best cheese board in Marrakesh - from a connoisseur….",Pointbar,Restaurant,Marrakech
"Drinks, food and staff was perfect","It was so perfect 
Enjoyed the food and drinks and the staff so sweet and friendly, specially our vaitor Mouss. 
I will diffently recomand to others",Pointbar,Restaurant,Marrakech
Fabulous 👌,"Amazing experience, the food and drinks were excellent. Waiter Mouss was very attentive and friendly. We had a birthday and the staff came and sang Happy Birthday in English and in Moroccan. We would gladly return.",Pointbar,Restaurant,Marrakech
Great food in top ambiance!,"Food, ambiance and service are in one word: top! DE DJ completes it; delicious music in DE background without being overbearing. In short, if you’re ever in Marrakech, DAN you should definitely go to DE Pointbar.",Pointbar,Restaurant,Marrakech
Great place,"Amazing place with a beautiful atmosphere, delicious food, and excellent service. I highly recommend this spot. We were served by Mr. Saad, who was exceptionally professional and attentive.",Pointbar,Restaurant,Marrakech
Fantastic night!,"Amazing food, great cocktails,  amazing experience and great service from Mustafa and the rest of the team. Magic as good as Dynamo and beautiful music from a talented singer / musicians.",Pointbar,Restaurant,Marrakech
Brilliant find,"Absolutely brilliant service. Very quick service, the food was lovely and all the staff were very welcoming. Would recommend highly",Pointbar,Restaurant,Marrakech
we loved the experience,"Perfect meal with anouar, very very sociable and very nice, I highly recommend we have very good food.",Pointbar,Restaurant,Marrakech
"Very nice experience , very good service , good quality DE cuisine , warm atmosphere .","A beautiful experience in the heart DE the ochre city
Very good food 
Good service 
The magic trick DE was just breathtaking 
Thank you for your warm welcome",Pointbar,Restaurant,Marrakech
An uncontounable rendezvous in Marrakech!,"An uncontounable rendezvous in Marrakech!
Welcome and professional service really with little care.
DE excellent aperitif & tapas formulas, a crush for the ""pointbar"" formula
A variety DE menus, from tasty dishes from starter to dessert - with great quality/price
Festive atmosphere without ever being too loud, really congratulations to the DJ.
EN again thank you to the whole team for this wonderful time spent with family ❤️🙏",Pointbar,Restaurant,Marrakech
Amazing meal and evening,"Fantastic food, fantastic service, amazing magician, great music. Best restaurant in Marrakesh. 
Mourad 6/6 waiter gave us a great experience. 
Ahmed the magician was great.

Altogether a very very good experience! Highly recommended.",Pointbar,Restaurant,Marrakech
Highly recommended 👌,"Very nice atmosphere with a very friendly team. Our waiter Mouss was especially worth mentioning for looking after us. Thanks to the whole team for making our son feel better 😀 Food was good and cocktails delicious. We were here early, so not yet busy.",Pointbar,Restaurant,Marrakech
A must-see place!,"Cozy atmosphere, friendly music, amazing service! The food is good, the plates have a very nice composition it is a faultless!",Pointbar,Restaurant,Marrakech
An experience to repeat!,"Great service DE Mustapha!
A very friendly atmosphere for a family meal or any other reason. 
A very warm welcome DE all the staff to the attention DE its customers. 
A meal served very quickly we had an aperitif to share as well as dishes and deserts and the food a was excellent from since to the end. A very family atmosphere with a little magic show DE, and very relaxed music. With all this a good value for money, I highly recommend!",Pointbar,Restaurant,Marrakech
A beautiful culinary discovery,"Delicious meals , chicken is cooked with many spices DE will revive your taste buds! Not to mention , a server of remarkable kindness.",Roti D'or,Restaurant,Marrakech
Rooftop views & fresh food,"This restaurant is family run and the staff makes you feel at home right away!
Tucked in the Medina it has an amazing rooftop and the food is reasonably priced while being fresh and packed with flavour
They only accept cash so be sure to carry with you",Roti D'or,Restaurant,Marrakech
In a word: great!,"The food was delicious. We had dinner here two nights in a row. For this price and then delivering this quality is really top! We also want to put the waiter Kenan in the spotlight, he has completed the evening. Highly recommended to go for an evening meal when you are in Marrakech. Note you have to pay cash, but that was no problem.",Roti D'or,Restaurant,Marrakech
Not great.,"We relied on trip notes.
Well rather disappointed, chicken meat tasted very special with a lot of spices, it also lacked almost raw cooking in places, fries with small black deposits on them...
Make your own opinion but no one from my family could finish the dishes...
Be careful that cash no cb (and no ATM next door).",Roti D'or,Restaurant,Marrakech
Delicious,"Very good food and impeccable service. Everything is delicious and the cocktails very tasty. We will return without problem. You have quesadillas, burritos etc... with or without meat. Very reasonable price compared to what we saw elsewhere",Roti D'or,Restaurant,Marrakech
Best Mexican food in Marrakech,"It's sooo gooooddd, 
You guys need to try this place. Their foods are amazing and the ambience of this place is wonderful.",Roti D'or,Restaurant,Marrakech
Best the best,":
""I had the most amazing meal at Roti d'Or! The food was incredibly fresh and flavorful, and the service was top-notch. I highly recommend this place to anyone looking for a delicious and authentic dining experience.""",Roti D'or,Restaurant,Marrakech
Top Restaurant,The food at Roti D'or was absolutely delicious! I especially loved the [ quesadilla ]. The flavors were so authentic and the portions were generous.,Roti D'or,Restaurant,Marrakech
Avoid at all costs!!!!,"Horrible! Don’t go! We got food poisoning from the food at this restaurant, missed half of our vacation in Marrakech because we vomited our stomachs for 2 days, missed also day tours that were already paid. Furthermore, we went to this restaurant on 25 Nov, today is 1st Dec, we got home (after the most horrific flight ever had because once again our stomach killed us for the entire duration) and we are still not fully recovered and still feeling sick.

If you don’t want to miss your vacation, do not eat here!!!",Roti D'or,Restaurant,Marrakech
🇫🇷Excellent value for money 🏆,"🇫🇷 I recommend 100% very good price, impeccable service and very fast on top 👌🏼 , very hearty and excellent dishes.  Prices between 40 MAD and 80 MAD 
Bonus point for the terrace and small cats 🐱",Roti D'or,Restaurant,Marrakech
Delicious food and great value for money.,"Lovely rooftop terrace restaurant with plenty of space, but well hidden and easy to miss from the street (just a small doorway and a stairway straight up). 

The waiter was friendly and jovial and the food was delicious and well presented and great quality. 

Great value for money and would definitely recommend.",Roti D'or,Restaurant,Marrakech
The fusion works !,"Really enjoyed our supper here - the Mexican / Moroccan fusion worked very well, and the quality of the food was excellent. Also thought that the service was friendly and super-efficient. All-in-all, we had a great experience and would recommend.",Roti D'or,Restaurant,Marrakech
Decent,"Decent food, not great flavours but edible. Cats again around the food. Staff were nice and accommodating, food had a hair but was remade. Nice rooftop vibe.",Roti D'or,Restaurant,Marrakech
Great if you don't expect culinary prowess,"When you see the opinions, and the staging of their leadership qualities upon entering, you start to expect a lot, at the risk of being disappointed. If the meat in the Tex Mex burger is good, and the sauces or presentation are nice, the fries are really basic, just like the burger bread or salad. There is not much missing from this address to be in my eyes better, up to its note. Even to raise prices a little but have home fries and baker burger breads.
The roof terrace is nice, when to some reviews read against the humor of the waiter, I always find it better than a formatted service, bringing it a +",Roti D'or,Restaurant,Marrakech
The Golden Roti,The Golden Roti is a real culinary nugget. I was particularly impressed by the authentic flavor of the dishes. Great congratulations to Chef Reda for his talent and creativity,Roti D'or,Restaurant,Marrakech
"Excellent time, tasty Moroccan cuisine! Thanks to our server Abdou","We had a great time in this restaurant with a warm atmosphere. Moroccan cuisine is simply EN delicious, especially couscous, which was perfectly fragrant and hearty. A real treat!

Many thanks to Abdou, our waiter, for his welcome, kindness and professionalism throughout the meal. It has greatly contributed to making this experience even more enjoyable.",Bazaar Café,Restaurant,Marrakech
Lunch,"Great lunch spot! Good food, nice ambiance and they offer a happy hour that includes a free plate of tapas with a purchase of a cocktail. Emad was a good server! Would recommend!",Bazaar Café,Restaurant,Marrakech
Excellent,"Place to get away from the sun and enjoy a good coffe,  waiter Abdou was really nice and friendly. Will come back for sure :)",Bazaar Café,Restaurant,Marrakech
Lovely rooftop restaurant,"Atmosphere is excellent and the location is wonderful. Rooftop vibe with a pretty 360° view, so perfect for sunset. Food was lovely (we recommend the chicken pastilla), and service was excellent - Abdou was very lovely and welcoming! Prices are reasonable for the location and we would return!",Bazaar Café,Restaurant,Marrakech
brunch,"Very good restaurant to come eat, a very nice and fresh interior patio, they have air conditioning, which is appreciated, Emad served us, everything is fine, and good amounts DE food",Bazaar Café,Restaurant,Marrakech
"Great good, great value, great service",The food was great and the value for money was very good. We had the Chicken Tagine and Chicken Pastilla and both were delicious. Thanks Brahim for the fantastic service.,Bazaar Café,Restaurant,Marrakech
Very good food experience,Brahim is the man. Best waiter best drinks.       Mojito is pretty good. Service is good . The tapas and cocktail happy hour deal is great.,Bazaar Café,Restaurant,Marrakech
"Highly recommended place. Food and top service, and especially to Brahim. Waiter majisimo and super helpful.","I came here with my husband and we had a lovely dining experience. 
The food was delicious and the interior beautiful 
Thank you to the server Abdou for being so professional while also telling us a bit about your Berber culture. 
All the best!",Bazaar Café,Restaurant,Marrakech
Amazing ✨,"We stayed at Bazaar Café in July 2025 and the experience was excellent. The food is very good, with fresh and authentic flavors, ideal for those looking to taste the best of local cuisine. The service was impeccable, especially thanks to Emad, who attended us very kindly and cordially. He helped us choose what to order and made sound suggestions that further enhanced our experience. Definitely a highly recommended place if you are in the area.",Bazaar Café,Restaurant,Marrakech
Marrakech dinner,"Very pleasant experience, very delicious and tasty food, cold and very good beer. BRAHIM's attention a luxury, recommendable place! Cous cous and tajin TOP!",Bazaar Café,Restaurant,Marrakech
The best place to eat in Marrakech Medina,"I beckoned here for tourism. Eaten divinely, the place quiet and well cared for, great location, very very nice staff (Abdou cute and super friendly)!
I highly recommend :)",Bazaar Café,Restaurant,Marrakech
,"great experience in the center of Marrakech, excellent food I think adapted and cooked to perfection and possibility to consume local wine. The staff, especially Abdou, was friendly and helpful. recommended for a Moroccan gastronomic break.",Bazaar Café,Restaurant,Marrakech
