city,place name,note,review title,positive_text,negative_text
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,J'ai tout apprécié dans cet hôtel c'était super même les autres clients étaient vraiment Super. sauf le gardien de parking qui est trop collant . Il cherche du bakchich et je n'aime pas ca,
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Personnel de l’accueil très sympathique et à l’écoute merci,"L’emplacement est top, chambre confortable et propre",
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 6,0",Agréable,L'emplacement,"Mauvaise qualité de papier hygiénique
Pas de serviettes jusqu'à réclamation"
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 7,0",Agréable sans plus,La piscine et l’emplacement de l’hôtel. La literie,Les salles de bains un peu ancienne….et l’odeur de tabac froid dans la chambre
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Qualité d'accueil,RAS
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,La dame a l accueil extrêmement sympathique et compétente,"Le garçon de piscine peu sympathique et peu coopérant  
Ne traitait pas la clientèle de manière équitable"
Meknes,"Ibis Meknès
Une nouvelle fenêtre va s'ouvrir"," 6,0",Hôtel dépannage pour 1 nuit voir 2 maximum,Emplacement,"Chambre à refaire douche médiocre, la clim fonctionne très mal il manque un rafraîchissement total de l’hôtel et pour prix y’a mieux sur meknes et plu classe que ibis"
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,"J’ai passé une nuit, et le séjour était agréable. Je recommande.",Le personnel à l’accueil était très gentil et agréable. Et le déjeuner était et bon.,La chambre est un peu petite.
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,"Très beau lieu, propre, calme et bien situé","Le personnel au petit soin, le Riad moderne, beau et très bien tenu. Petit déjeuner copieux.
Le jacuzzi sur le toit terrasse avec chaises longues. Repos assuré
Très bien placé près du cœur du souk. Place de stationnement gardé dans la rue.",La carte du restaurant ne représente pas le Maroc
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,"Riad moderne, beau et bien tenu",Tout,Manque juste les chaînes françaises
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir"," 8,0",Étape de deux jours à Meknès qui permet très largement de découvrir la ville ainsi que le site de Volubilis et la ville,"Les chambres sont grandes, bien décorées et propre.
Très bonne literie.
Le petit est très bon et très copieux.
La terrasse avec la petite piscine est très agréable surtout en fin de journée après les excursions.",
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,Je le conseillerai à des amis,Personnel très accueillant. Propreté des lieux. Ambiance familiale. Calme. Possibilité de manger sur place avec des plats très bon.,Aucune critique.
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,Une adresse où il fait bon s’arrêter !,"L’emplacement en dehors de l’agitation mais proche de l’essentiel.
La chambre spacieuse et climatisée
La mini piscine très utile pour se rafraîchir et reposer après une journée de visite sous forte chaleur en août !
La gentillesse du personnel",
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Très beau riad...petit déjeuner au top,
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Séjour memorable , équipe accueillante au petit soin qui ont su être la pour nous pour toutes les demandes et informations; riad très bien situé ; authentique ; très propre ▪︎ Très bonne cuisine , petit déjeuner varié et dîner succulent 
Magnifique terrace avec jaccuzi et solarium offrant une vue imprenable sur le mausolée et le quartier historique 
Une belle adresse à refaire et à recommander",Rien
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir"," 9,0",Super Riad à Meknes,"L’authenticité du lieu!
Des chambres (6 et 7) ultra spacieuses. 
Un petit déjeuner gargantuesque !
Nous avons également dîné et le repas était délicieux (tout est fait maison).
Le rooftop et la petite piscine (ça passe à 6). 
Merci au personnel qui était aux petits soins.",Rien.
Meknes,"Riad Zidania
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"La cuisine pour les diners en tout point remarquable !
Le calme et la beauté du lieu.","Sois disant une piscine  sur le toit, il s'agit en réalité d'un grand jacuzzy, certe bien rafraichissant.
La photo au maxi grand angle est extrémément trompeuse.
Dommage d'utiliser ce superfuge, le riad est par ailleurs superbe."
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Reposant 🤩,"J’ai séjourné 15 jrs dans cet hôtel .
Je m’y suis sentie très bien , ma chambre était très confortable.
Le personnel au top , j’ai apprécié leur bienveillance et disponibilité.",L’emplacement un peu loin  pas accessible en transport (taxi).il est indispensable d’avoir un véhicule.
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Comme d’habitude pour le quatrième fois que je séjourne le personnel de l’hôtel Said , Mohamed , ab wahed…..","Dernier jour nous avions arrêter de faire les omelettes champignon, décision prise dernier jour -:( se servir œuf dur ou brouiller ce que je n’aime pas après 4 année arrêter ce service triste pour un hôtel 4 étoiles  -:("
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Simpa,La convivialité,On entend ce qui se passe dans les chambres d’à coter
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien,La piscine,Petit déjeuné là sal était trop chaude difficile de bien déjeuner.  Jus d’orange trop chaud
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Il faut être du bon côté,"L’hôtel est très joli, les chambres sont spacieuses et le petit déjeuner était très bien le personnel de qualité","Le gros bémol, vous êtes juste en face d’une salle où sont fêtés des mariages tous les soirs. Donc si vous dormez de ce côté là il sera pour vous impossible de dormir, même les fenêtres fermées."
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Je le conseille si jamais,"Le cadre , l emplacement la propriété et toujours égale à lui meme cette hôtel","La musique très tard juska 7h du matin  car y’a une salle d  événement juste en face et ce qui on les fenêtre coter piscine , c est comme si il etait en bas au mariage , pour le calme prenez coter jardin"
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0","Très bon séjour, personnel d’accueil au top 👍🏻","J’ai passé 2 nuits dans cet hôtel et j’ai beaucoup apprécié le service. Mention spéciale aux personnes de l’accueil, très gentilles, souriantes et disponibles. Merci pour votre accueil chaleureux !",
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"L'emplacement, accès facile à l'autoroute",Le petit déjeuner est acceptable mais y'a des efforts à faire pour l'améliorer.
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Une seule nuit n’est pas suffisante pour donner un avis pertinent,"L’accès facile, le rapport qualité prix",J’ai été réveillé plusieurs fois en pleine nuit (déplacement de mobilier dans les chambres à proximité)
Meknes,"Z Hotel Meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,L’hospitalité,
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bon séjour,La beauté du Riad et la piscine plutôt grande pour un Riad,"La climatisation qui ne marchait pas la première nuit. Néanmoins, le personnel nous a changé de chambre la nuit suivante et nous a offert les petits déjeuners"
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Riad merveilleux et idéalement situé,L'établissement est magnifique et les chambres sont splendides. Immense et magnifique terrasse sur le toit.Le petit déjeuner  est très bon et copieux. L'endroit est très calme et l'emplacement idéal pour visiter la ville. Personnel chaleureux.,Piscine pas complètement en état de fonctionnement à notre arrivée mais très jolie terrasse.
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Emplacement et piscine sur le toit et la gentillesse du personnel,
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0","Très bon rapport qualité prix, avec piscine, et petit déjeuner très bien","Le petit déjeuner était parfait : complet, adapté, typique
Les chambres sont confortables, belles, spacieuses
La climatisation fonctionne bien. 
L'emplacement est idéal. 
Dommage que la piscine ait été vidée un jour, car sans ça elle était parfaite","La piscine a été vidée un jour, ce qui a impacté notre séjour car nous avions réservé à cette condition. 
A part ce souci, tout était très bien
Détail : Les lumières du couloir ne s'éteignent pas automatiquement, donc cela peut impacter le sommeil vu la luminosité du couloir"
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 8,0",Magnifique riad immense et surprenant,"Le riad est immense on s'y perd et magnifique. Notre suite était incroyable. L'accueil et le professionnalisme d'Asma qui aurait plus sa place dans un établissement étoilé international. Merci pour les conseils, la disponibilité et le thé de bienvenu. La gentillesse et la serviabilité du veilleur de nuit. La piscine est sympa.","Le petit déjeuner ne nous a pas plu et notre serveur était très désagréable même pas un bonjour nous avions vraiment l'impression d'être un poids pour lui nous n'avons jamais vu ça avant et encore moins au Maroc! 

Il n'y a pas de délimitation dans la piscine entre l'endroit où nous avons pied et la grande profondeur il est impératif de l'indiquer et surtout urgent. Si une maman marche dans la piscine un bébé dans les bras et qu'elle ne s'y attend pas il risque d'y avoir un gros accident idem si quelqu'un ne sait pas nager il doit savoir où il peut aller ou pas. L'installation d'une échelle dans la piscine serait aussi plus pratique tout le monde ne peut pas se hisser. 
Il faut installer un système d'extraction et de ventilation dans la salle de bain pour éviter les moisissures"
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien,Le personnel est très gentil.,Le restaurant n'est ouvert que sur réservation.
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Très belle piscine et belle terrasse,
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Magnifique riad,cf commentaire sur autre chambre louée en même temps,cf commentaire sur autre chambre louée en même temps
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Magnifique,"Riad très beau, magnifiques décorations d'époque. Piscine bien agréable, assez longue pour nager. Vue magnifique sur la médina et les alentours depuis la terrasse. Très bien situé car dans la médina, mais proche d'un parking (env 5 minutes à pied).","Personnel à l'arrivée agréable, mais ne parlant très peu les langues étrangères. Personnel le matin un peu distant. Information succincte et pas tout à fait exacte sur le parking (il ne semble pas y avoir de gardien officiel). Pas possible de venir nous chercher sur le parking malgré des bagages et un bébé"
Meknes,"Riad D'or meknes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"La piscine, la suite était magnifique et très spacieuse, l'emplacement","Le wifi vraiment très peu de connexion dans la chambre, inexistant à la terrasse piscine"
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir", 10,"Le séjour au riad inspira a dépassé nos attentes, tout était au top, rien à redire!","Notre séjour au riad Inspira était parfait! Nous avons été enchantés par la gentillesse et la disponibilité de Jihane et Hananne. Le petit déjeuner était excellent et les chambres vraiment confortables. Nous recommandons vivement  ce Riad, encore merci pour ce magnifique séjour!",
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir"," 9,0","Bien situé, la dame était très accueillante . Je recommande.","La beauté des lieux, la quiétude, le personnel.",
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Personnel agréable, accueillante et serviable","Tout est bien, seul bémol la marche entre le parking et le riad. Accès à travers les ruelles le soir même si aucun incident n'est survenu. Les gens vivent leur vie. Je recommande car bon rapport qualité-prix"
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Grand merci à Hanane pour sa disponibilité et sa gentillesse.
La climatisation a été très appréciable.",La raideur des escaliers !
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir", 10,"Le lieu, l’accueil et le personnel sont tout simplement génial ! Merci encore",Le lieu se situe dans un endroit très calme de la Médina et l’établissement est magnifique. L’accueil est très chaleureux et le personnel a vraiment été au petit soin avec nous. Une belle nuit garantie !,
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir"," 9,0","Très beau logement, très bon accueil. Accès au riad pouvant surprendre . Mieux vaut le faire de jour","Emplacement à l intérieur de la médina.  Toutefois, logement difficile à trouver(on pouvait craindre l arrivée). Amabilitédu personnel.  Petit déjeuner copieux. . Serviettes fournies. Chambre propre. Beau riad. Salle de bain privative",Papier toilette absent.  Pas de ventilation dans la chambre
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir", 10,Le séjour était vraiment magnifique,Le personnel est vraiment à la hauteur. les deux femmes sont très aimables.,
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Excellent! Un bel espace, du hall d'entrée pour le petit-déjeuner à la terrasse, en passant par les chambres évidemment. Personnel très attentionné!
Mention spécial pour le restaurant qu'ils nous ont introduit lorsqu'on cherchait un bon spot pour dîner, le soir de notre arriver. Nous y avons passer quasiment tous nos repas là bas ;)",
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Bien placé dans la Médina de MEKNES,  le personnel est gentil, les chambres sont grandes.  Le petit déjeuner est copieux . A recommander.","C'est un peu sonore , nous avions nos chambres au rez de chaussée et entendions les personnes dans la salle à manger ."
Meknes,"Riad Inspira
Une nouvelle fenêtre va s'ouvrir", 10,Famille,"Franchement très agréable séjour, j’ai beaucoup aimé le personnel surtout Hanane une personne toujours là jour et nuit très agréable souriante j’ai beaucoup aimé le personnel franchement pas déçu si vous aimez le rustique n’hésitez pas aussi, j’ai beaucoup aimé la terrasse",La clim mal placée
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Accueil au top, tout le personnel est adorable. L’endroit est magnifique. L’emplacement est idéal et le petit-déjeuner est copieux et très varié.
La terrasse avec piscine et un vrai plus pour profiter de couchers de soleil.
Vous pouvez y aller les yeux fermés !",
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir"," 9,0",RIAD authentique et merci aux femmes qui assurent un accueil et des prestations au top!,"TRES BEAU RIAD authentique qui a été réhabilité parfaitement, on voit que le propriétaire a fait appel à de vrais professionnels pas de faute de gout ni de défauts sur les finitions. Vue magnifique sur la Médina, et le soir sur le rooftop on peut profiter de magnifiques envols de cigognes par dizaine c'est fascinant. Les trois drôles de dames qui tiennent le RIAD sont au top! Merci Amina 1 pour l'accueil (thé et explications), merci à AMINA2 qui nous a réconciliés avec la cuisine marocaine (TAJINE DELICIEUX) et merci à notre serveuse du petit déjeuner qui ne parle pas français mais qui sourit des yeux jusqu'aux oreilles 😁
Même si le RIAD peut sembler difficile à trouver, il est au cœur du SOUK des tisserands et est au calme. Très bon emplacement.
La piscine est un vrai plus surtout quand les températures dépassent les 35°, bien pensée et au calme.","Le propriétaire était là dinant à deux pas de notre table (en famille certes) mais un bonjour ou un bonsoir à son initiative auraient été les bienvenus, on a eu l'impression qu'on gênait. Cependant il a répondu à notre ""bonne soirée"". C'est le BABA de la politesse. Ceci justifie notre note sur ETABLISSEMENT FAMILIAL.
Paiement cash, dommage qu'on ne puisse pas payer par un moyen de paiement plus sécurisé… Heureusement qu'on ne payait qu'une nuit (2 chambres) car au-delà cela peut être un problème pour certains.
Pas de miroir dans la chambre."
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,Excellent séjour ! On recommande,"Riad très bien décoré, super propre et hyper bien placé.
Terrasse et piscine très appréciées avant ou après une balade à Meknès ou dans ses environs.
Un grand merci aux Aminas et le personnel féminin pour leur accueil, leur gentillesse et leur disponibilité.
On reviendra c’est sur dans ce Riad si on repassait à Meknès.",
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,"Reposant, chaleureux et ressourçant","La qualité de l’accueil, l’amabilité du personnel Amina et Amina, Fatna et Kawtar, un établissement géré par des femmes si impliquées. Nous avons vraiment apprécié ce séjour car nous étions chouchoutés et cela nous a permis une détente totale. Idéale pour se ressourcer. L’établissement est très propre, la literie de qualité, le mobilier noble et un parfum magnifique lorsqu’on s’y déplace. Mention spéciale pour la terrasse et son bassin propre et à température idéale pour se rafraîchir. Très bien situé à deux pas du souk pour les souvenirs et la découverte de l’artisanat marocain. À 10min de Bab Moulay Ismael et place lehdim. 
Merci à toute l’équipe, un magnifique séjour qui nous laisse de beaux souvenirs, nous penserons à cette adresse à notre prochain séjour à Meknes. Merci infiniment mesdames 🙏🏽🥰",RAS
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Un séjour inoubliable !
Dès que l’on passe la porte, on se sent comme à la maison. L’accueil d’Amina et de son équipe est chaleureux et sincère. Le riad est un écrin de beauté et de sérénité au cœur de la médina : patio fleuri, décoration raffinée, terrasse ensoleillée… Chaque détail respire l’authenticité et le soin. Les petits-déjeuners sont un régal, et la localisation est parfaite pour explorer Meknès à pied. Nous reviendrons sans hésiter !",Rien
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir"," 9,0",Belle découverte,Personnel très agréable et serviable,Ras
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir"," 9,0","Séjour parfait dans un ville splendide , en attendant de revenir , après les travaux en cours sur de multiples monuments","La gentillesse de l’équipe , la localisation, la piscine sur le toit",Chambres sombres
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir"," 9,0",Riad aussi chaleureuse et belle et que confortable. Nous recommandons sans réserve.,"La beauté exceptionnelle de la Riad, avec laquelle rivalisaient la gentilles des hotesses et le confort de la chambre. Par La situation dans la médina est extrêmement pratique",Rien.
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,Une jolie escapade,Décoration authentique..Un riad agréable et bien entretenu..Une. Equipe à l'écoute et disponible,Tout est parfait.
Meknes,"Riad El Ma
Une nouvelle fenêtre va s'ouvrir", 10,Un bijou dans la médina 🤩,"Très beau Riad à la décoration soignée.
Merci Amina pour nous avoir reçu si chaleureusement malgré notre arrivée tardive.
Très bon petit déjeuner!
Je recommande ce lieu merveilleux !",Rien
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Le Riad Yamcha est un petit paradis au coeur de la médina de Meknes. L'accueil est extraordinaire et le personnel est aux petits soins, notamment Hanan et Souaad toujours souriantes et disponibles.  La cuisine est excellente, je vous recommande de dîner sur place, les restaurants extérieurs ne sont pas au niveau. Le Riad est très propre, le patio est très agréable, les chambres sont spacieuses et bien climatisées. Je recommande sans hésiter !",
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,On y reviendra sans aucun doute,"Le Riad est moderne, confortable et en même temps raffiné avec de l’artisanat marocain. Les orangers dans le grand patio donnent de la fraîcheur. L’accueil de toutes les filles est très chaleureux. Elles sont à l’écoute, souriantes et aux petits soins. 
C’est un lieu qui inspire la détente et la douceur de vivre",Rien
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,Apaisant,"Superbe déco, pour nous le plus beau Riad que nous avons fait. Personnel adorable. Petit déjeuner top. Autant le Ryad nous a emballé autant Meknes nous a déçu….",
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Magnifique Riad et un accueil extraordinaire de l’ensemble de L’équipe sur place, Hanane, Souad, Wafae sont des anges !
Le service de massage assurée par Rajae fut des plus bénéfiques et professionnel 🙏",
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,Magnifique Riad dans la Médina de Meknès,Accueil très chaleureux et professionnel. Très belle chambre donnant sur le patio arboré. Excellent petit déjeuner copieux et varié. Ne pas manquer le dîner qui est très bon. Le parking et le transport des bagages indiqués par le propriétaire fonctionnent bien moyennant une petite rémunération. Très bonne situation géographique.,
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,Séjour de rêve au cœur de Meknes,"Magnifique Riad au cœur de la Médina. Accueil souriant et chaleureux, au calme sous les orangers du jardin central. Les quatre femmes qui gèrent l’établissement sont aux petits soins et cuisinent divinement. Ici, tout est raffiné et la décoration des chambres est travaillée dans les moindres détails jusqu’à la couleur de la broderie des draps. Clim très efficace. Les petits déjeuners ultra copieux changent chaque jour. Le dîner n’est à manquer sous aucun prétexte ! Le Riad est surmonté d’une terrasse à 360 degrés, très agréable quand le soleil commence à décliner. Les plus exigeants préfèreront les chambres donnant sur l’intérieur du Riad afin de ne pas être exposés aux rares bruits de la rue.",Rien : à recommander les yeux fermés !
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,"Beau, calme et accueil attentionné","Le Riad est magnifique. Belle grande chambre avec deux lits 2 places et une très grande salle de bain, le tout donne directement sur le patio très frais et très calme. Tout est très beau. Les 2 chats de la maison sont gentils. 
Le petit déjeuner est varié et délicieux. Toujours préparé avec soin. 
Enfin, un grand merci aux 4 femmes charmantes qui s’occupent du Riad. Vous avez toutes été d’une gentillesse incroyable et d’une aide appréciable.",
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Accueil exceptionnel par les 4 personnes travaillant la bas. Petits déjeuners servis à table et différents tous les jours. On peut aussi réserver le repas du soir qui est lui aussi est délicieux. Magnifique riad. Très bien placé. Nous faisions tout à pied. Grande chambre. Beau patio. Terrasse...,
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"beau riad avec beaucoup d'espace et très bien situé.
nous avons été très bien accueillis par l'équipe .
merci",
Meknes,"Riad Yamcha
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Tout,  l’accueil, le charme de l'endroit , la beauté du lieu, le confort, la gentillesse des hôtesses",Rien
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 6,0",Rapport qualité prix correct mais sonorisation trop bruyante.,La beauté du hall d’accueil.,La musique à l’extérieur était beaucoup trop forte et n’était donc pas propice au repos.
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,l’emplacement,besoin d’un petite rénovation
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 8,0",Hôtel correct,"Tranquillité, reposant, chambre spacieuse, très bonne literie.",Vieux système de douche.  Petit déjeuner manque de choix et surtout de spécialités locale.
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Rien,"J'ai demandé une chambre non fumeurs, mais j ai trouvé une chambre plein la odeur de cigarette.mais j'ai changé a autre chambre."
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 6,0",Agréable,Un grand balcon,"La baignoire, et les fuites d’eau à répétition dans la salle de bain"
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Le balcon de la chambre ainsi que la vu,"Personnel froid , pas de flexible de douche 
Petit dejeuner très en dessous de se qui est annoncer, la réponse c'est parce qu'il sont en travaux et que il y a pas beaucoup de monde"
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bon séjour et lieu reposant,Literie et accueil au top,Salle de bain nécessiterait un rafraîchissement
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Le personnel est top,"Équipements anciens 
Pas de prises dans la sdb
Pas de chaussons dans les chambres pour un hôtel 4 étoiles"
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien,"Le confort du lit
Le petit déjeuner","L'hygiène est à revoir, pas de douchette dans la salle de bain, ça mérite un bon entretien,"
Meknes,"Hotel Menzeh Dalia
Une nouvelle fenêtre va s'ouvrir"," 6,0",Sympa mais mériterait un bon rafraîchissement pour un séjour comme aux premiers jours.,Un accueil chaleureux du personnel et vue sur la piscine,"Évier bouché que j’ai débouché moi même, pas de housse de couette le deuxième jour à cause du pressing fermé d’après le personnel."
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Nous avons passée un agréable séjour je recommande l’établissement,L’appartement était vraiment spacieux pour une famille c’est le top,
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Havre de paix! Un pur bonheur,"J’ai tout aimé ! Nous avons eu la suite , magnifique. Spacieux, literie ultra confortable. Accueil au top. Petit déjeuner délicieux sur le rooftop qui est exceptionnel ! Super vu sur Meknes. 
Le whaouu est de circonstance des l’ouverture de la porte d’entrée ! Je recommande ++++++",
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Magnifique Riad,"La propreté, l’emplacement, et l’accueil",RAS
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Tout était parfait, l’accueil chaleureux,les chambres très spécieuses ,et très bien situé 
Je recommande fortement cette établissement",
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Un lieu féérique au coeur de la Médina.,"Le lieu est vraiment magique. Récemment refait à neuf après 10 années de travaux soignés, ce riad est exceptionnel... Les 3 étages et la terrasse offrent une atmosphère unique de confort et de calme, avec une localisation au coeur de la magnifique médina et une vue de la terrasse sur tout le centre de Meknès. Les lits sont confortables, le mobilier est bien choisi, le personnel est au petit soin... Nous avons adoré notre séjour - trop court. Nous reviendrons.","C'est un petit détail, mais il manque des petits éclairages d'appoint ou de chevet dans les chambres que nous occupions."
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Tout : l’ambiance apaisante, la décoration avec goût du Riad, le rooftop
L’emplacement au cœur de la médina",Rien
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Le riad est vraiment très jolie peut être l'un des plus beau dans lequel nous avons séjourné.
Il manque peut être un petit réfrigérateur dans la chambre pour les bouteilles d'eau, car il fait chaud l'été.",
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,L’emplacement et l’accueil,Difficile à trouver. Parking éloigné.
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Nuitées idéales à Meknès,"Magnifique riad. Propriétaire très aimable.
Personnel très sympathique et réactif. 
Très belle terrasse.  Lit confortable. Très bon petit déjeuner. 
Tout est parfait.",
Meknes,"Riad le petit ksar
Une nouvelle fenêtre va s'ouvrir", 10,Superbe riad,"Magnifique riad dans la medina. Personnel souriant et serviable, petit déjeuner copieux varié avec des produits frais servi sur une très belle terrasse.
Literie parfaite, seul bémol la très belle salle de bain avec une baignoire difficile d accès.",Rien.
Meknes,"Riad Zahraa Al Ismailia
Une nouvelle fenêtre va s'ouvrir"," 9,0",Superbe riad,"La gentillesse du personnel, l'emplacement, la piscine (pas très grande mais jolie et rafraîchissante) , j'ai adoré l'authenticité du riad, déco magnifique, la proprete de l'établissement, et un petit déjeuner copieu !!! 
Merci",
Meknes,"Riad Zahraa Al Ismailia
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Calme,
Meknes,"Riad Zahraa Al Ismailia
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Le riad le personnel la piscine,Rien
Meknes,"Riad Zahraa Al Ismailia
Une nouvelle fenêtre va s'ouvrir", 10,genial,la chambre la piscine le petit déjeuner l'accueil,tout était parfait
